	PLAYER	2020/21
310.	Mario Hezonja	73
310.	Luke Kornet	73
310.	Lonnie Walker	73
310.	Jerome Robinson	73
310.	Jake Layman	73
310.	Goga Bitadze	73
310.	Georges Niang	73
310.	Frank Ntilikina	73
310.	Dion Waiters	73
310.	DeMarre Carroll	73
310.	DeAndre Bembry	73
310.	David Nwaba	73
310.	Darius Bazley	73
310.	Dante Exum	73
310.	Cory Joseph	73
310.	Chimezie Metu	73
310.	Cam Reddish	73
310.	Bruno Fernando	73
358.	Gabriel Deck	72
358.	Jaden McDaniels	72
358.	RJ Hampton	72
358.	Aleksej Pokusevski	72
358.	Cole Anthony	72
358.	Saddiq Bey	72
358.	Isaiah Stewart	72
358.	Aaron Nesmith	72
358.	Tyrese Maxey	72
358.	Josh Green	72
358.	Chuma Okeke	72
358.	Jonathon Simmons	72
358.	Antonio Blakeney	72
358.	John Konchar	72
358.	Wesley Iwundu	72
358.	Tyson Chandler	72
358.	Tyler Johnson	72
358.	Tim Frazier	72
358.	Thabo Sefolosha	72
358.	Ryan Broekhoff	72
358.	Nenê	72
358.	Moe Harkless	72
358.	Michael Kidd-Gilchrist	72
358.	Luc Mbah a Moute	72
358.	Kadeem Allen	72
358.	Jerian Grant	72
358.	Jared Dudley	72
358.	Iman Shumpert	72
358.	Gary Payton II	72
358.	Gary Clark	72
358.	Damyean Dotson	72
358.	Chris Chiozza	72
358.	Bruno Caboclo	72
358.	Andre Roberson	72
358.	Allen Crabbe	72
358.	Anzejs Pasecniks	72
358.	Cody Martin	72
358.	Javonte Green	72
358.	PJ Dozier	72
358.	Wayne Ellington	72
358.	Tyler Zeller	72
358.	Tony Snell	72
358.	Talen Horton-Tucker	72
358.	Sekou Doumbouya	72
358.	Reggie Bullock	72
358.	Naz Reid	72
358.	Nassir Little	72
358.	Mike Scott	72
358.	Mfiondu Kabengele	72
358.	Luka Samanic	72
358.	Khem Birch	72
358.	Kevin Knox	72
358.	Justin Jackson	72
358.	Jordan Poole	72
358.	Joakim Noah	72
358.	JaMychal Green	72
358.	Isaac Bonga	72
358.	Grayson Allen	72
358.	Ed Davis	72
358.	Dewayne Dedmon	72
358.	Dennis Smith	72
358.	Darius Miller	72
358.	Cristiano Felicio	72
358.	Anfernee Simons	72
422.	Malachi Flynn	71
422.	Immanuel Quickley	71
422.	Zeke Nnaji	71
422.	Udoka Azubuike	71
422.	Deyonta Davis	71
422.	Garrison Mathews	71
422.	Bol Bol	71
422.	Yogi Ferrell	71
422.	Troy Daniels	71
422.	Treveon Graham	71
422.	Sterling Brown	71
422.	Solomon Hill	71
422.	Sindarius Thornwell	71
422.	Marco Belinelli	71
422.	Kenrich Williams	71
422.	Justin Anderson	71
422.	Johnathan Motley	71
422.	Frank Jackson	71
422.	Courtney Lee	71
422.	Chasson Randle	71
422.	Anthony Tolliver	71
422.	Ky Bowman	71
422.	Jaylen Nowell	71
422.	Jontay Porter	71
422.	Norvel Pelle	71
422.	Ty Jerome	71
422.	TJ Leaf	71
422.	Terrance Ferguson	71
422.	Terance Mann	71
422.	Stanley Johnson	71
422.	Semi Ojeleye	71
422.	Rodney McGruder	71
422.	Rodions Kurucs	71
422.	Nickeil Alexander-Walker	71
422.	KZ Okpala	71
422.	Keita Bates-Diop	71
422.	Justin James	71
422.	Jacob Evans	71
422.	Grant Williams	71
422.	Elie Okobo	71
422.	Edmond Sumner	71
422.	Dzanan Musa	71
422.	Dylan Windler	71
422.	Brandon Goodwin	71
422.	Alen Smailagic	71
422.	Admiral Schofield	71
422.	Abdel Nader	71
469.	Charlie Brown	70
469.	Desmond Bane	70
469.	Payton Pritchard	70
469.	Theo Maledon	70
469.	Miles Plumlee	70
469.	Jemerrio Jones	70
469.	Johnathan Williams	70
469.	Donta Hall	70
469.	DaQuan Jeffries	70
469.	Tacko Fall	70
469.	Wilson Chandler	70
469.	Wenyen Gabriel	70
469.	Udonis Haslem	70
469.	Matthew Dellavedova	70
469.	Brandon Knight	70
469.	Alize Johnson	70
469.	Isaiah Roby	70
469.	Vlatko Cancar	70
469.	Juwan Morgan	70
469.	Jalen McDaniels	70
469.	Dean Wade	70
469.	Zhaire Smith	70
469.	Thanasis Antetokounmpo	70
469.	Ryan Arcidiacono	70
469.	Ryan Anderson	70
469.	Romeo Langford	70
469.	Melvin Frazier	70
469.	Jarred Vanderbilt	70
469.	Ignas Brazdeikis	70
469.	Hamidou Diallo	70
469.	Dwayne Bacon	70
469.	DJ Wilson	70
469.	Deonte Burton	70
469.	Carsen Edwards	70
469.	Alfonzo McKinnie	70
504.	Juan Toscano-Anderson	69
504.	Jaylen Adams	69
504.	Jaylen Hoard	69
504.	Kelan Martin	69
504.	Vic Law	69
504.	Devontae Cacok	69
504.	Kenny Wooten	69
504.	Kyle Guy	69
504.	Tremont Waters	69
504.	Derrick Walton	69
504.	Sir'Dominic Pointer	69
504.	Raymond Spalding	69
504.	Malcolm Miller	69
504.	Kostas Antetokounmpo	69
504.	Jeremy Pargo	69
504.	Henry Ellenson	69
504.	Frank Mason	69
504.	Dragan Bender	69
504.	Cam Reynolds	69
504.	Caleb Swanigan	69
504.	Amile Jefferson	69
504.	Rayjon Tucker	69
504.	Caleb Martin	69
504.	Marko Guduric	69
504.	Theo Pinson	69
504.	Justin Patton	69
530.	Skylar Mays	68
530.	Kevin Hervey	68
530.	Tariq Owens	68
530.	Quinndary Weatherspoon	68
530.	William Howard	68
530.	Louis King	68
530.	Jordan Bone	68
530.	Brian Bowen	68
530.	Tyler Cook	68
530.	BJ Johnson	68
530.	Kyle Alexander	68
530.	Amir Coffey	68
530.	Matt Mooney	68
530.	Adam Mokoka	68
530.	Max Strus	68
530.	Stanton Kidd	68
530.	Daryl Macon	68
530.	Levi Randolph	68
530.	Shamorie Ponds	68
530.	Josh Magette	68
530.	Eric Mika	68
530.	Marques Bolden	68
530.	Zach Norvell	68
530.	JP Macura	68
530.	Malik Newman	68
530.	Dusty Hannahs	68
530.	Joe Chealey	68
530.	Yuta Watanabe	68
530.	Tyrone Wallace	68
530.	Naz Long	68
530.	Michael Frazier	68
530.	Drew Eubanks	68
530.	Mychal Mulder	68
530.	Dewan Hernandez	68
530.	Miye Oni	68
530.	Khyri Thomas	68
530.	Jalen Lecque	68
567.	KJ Martin	67
567.	Jarrod Uthoff	67
567.	Moses Brown	67
567.	Devon Hall	67
567.	Paul Watson	67
567.	Oshae Brissett	67
567.	Zylan Cheatham	67
567.	Josh Gray	67
567.	Jeremiah Martin	67
567.	Josh Reaves	67
567.	Jared Harper	67
567.	Jarrell Brantley	67
567.	Justin Wright-Foreman	67
567.	Gabe Vincent	67
567.	Marial Shayok	67
567.	Justin Robinson	67
567.	Robert Franks	67
567.	Antonius Cleveland	67
585.	Kobi Simmons	66
