	PLAYER	2021/22
159.	Kyle Kuzma	77
159.	Jakob Poeltl	77
159.	Dario Saric	77
159.	Cameron Johnson	77
159.	Patrick Mills	77
159.	Markelle Fultz	77
159.	Jae Crowder	77
159.	Gary Trent Jr	77
159.	Derrick Favors	77
159.	Alec Burks	77
159.	Seth Curry	77
159.	Otto Porter	77
159.	Will Barton	77
159.	Tristan Thompson	77
159.	Larry Nance Jr	77
159.	Brandon Clarke	77
159.	Kelly Oubre	77
159.	Bojan Bogdanovic	77
159.	Montrezl Harrell	77
192.	DeAndre Jordan	76
192.	KJ Martin	76
192.	Davion Mitchell	76
192.	Obi Toppin	76
192.	Xavier Tillman	76
192.	Desmond Bane	76
192.	Payton Pritchard	76
192.	Tyrese Maxey	76
192.	Scottie Barnes	76
192.	Oshae Brissett	76
192.	Talen Horton-Tucker	76
192.	Naz Reid	76
192.	Khem Birch	76
192.	Jordan Poole	76
192.	JaMychal Green	76
192.	Robin Lopez	76
192.	Nicolas Claxton	76
192.	David Nwaba	76
192.	Cam Reddish	76
192.	Torrey Craig	76
192.	Royce O'Neale	76
192.	Cameron Payne	76
192.	Alex Caruso	76
192.	Shake Milton	76
192.	Malik Monk	76
192.	Frank Kaminsky	76
192.	Delon Wright	76
192.	Rajon Rondo	76
192.	Mo Bamba	76
192.	Maxi Kleber	76
192.	Jeff Green	76
192.	Jaxson Hayes	76
192.	Doug McDermott	76
192.	Dorian Finney-Smith	76
192.	Alex Len	76
192.	Taj Gibson	76
192.	Patrick Beverley	76
192.	JaVale McGee	76
192.	Eric Paschall	76
192.	Davis Bertans	76
192.	Daniel Theis	76
192.	Josh Richardson	76
192.	Louis Williams	76
192.	Eric Bledsoe	76
236.	Juan Toscano-Anderson	75
236.	Jonathan Kuminga	75
236.	Saben Lee	75
236.	Jaden McDaniels	75
236.	Precious Achiuwa	75
236.	Deni Avdija	75
236.	Patrick Williams	75
236.	Josh Giddey	75
236.	Chuma Okeke	75
236.	Ty Jerome	75
236.	Nickeil Alexander-Walker	75
236.	Edmond Sumner	75
236.	Abdel Nader	75
236.	Wayne Ellington	75
236.	Tony Snell	75
236.	Grayson Allen	75
236.	Anfernee Simons	75
236.	Raul Neto	75
236.	Lonnie Walker	75
236.	Josh Jackson	75
236.	Darius Bazley	75
236.	Cory Joseph	75
236.	Juan Hernangomez	75
236.	Bryn Forbes	75
236.	Willy Hernangomez	75
236.	Matisse Thybulle	75
236.	Furkan Korkmaz	75
236.	De'Anthony Melton	75
236.	Tyus Jones	75
236.	Trey Burke	75
236.	Tomas Satoransky	75
236.	Kris Dunn	75
236.	Dwight Powell	75
236.	Willie Cauley-Stein	75
236.	Marc Gasol	75
236.	George Hill	75
236.	Nemanja Bjelica	75
236.	Luke Kennard	75
274.	Sviatoslav Mykhailiuk	74
274.	Marquese Chriss	74
274.	Corey Kispert	74
274.	Gabriel Deck	74
274.	Aleksej Pokusevski	74
274.	Devin Vassell	74
274.	James Bouknight	74
274.	Onyeka Okongwu	74
274.	Isaac Okoro	74
274.	Theo Maledon	74
274.	Franz Wagner	74
274.	Yuta Watanabe	74
274.	Drew Eubanks	74
274.	Isaiah Roby	74
274.	Jalen McDaniels	74
274.	Alize Johnson	74
274.	Jaylen Nowell	74
274.	Kenrich Williams	74
274.	Frank Jackson	74
274.	John Konchar	74
274.	Reggie Bullock	74
274.	Dewayne Dedmon	74
274.	Taurean Prince	74
274.	Mike Muscala	74
274.	Goga Bitadze	74
274.	Chimezie Metu	74
274.	Trevor Ariza	74
274.	Kent Bazemore	74
274.	Josh Okogie	74
274.	Gorgui Dieng	74
274.	Tony Bradley	74
274.	Kentavious Caldwell-Pope	74
274.	Derrick Jones	74
274.	Boban Marjanovic	74
274.	Austin Rivers	74
274.	Terence Davis	74
274.	PJ Tucker	74
274.	Moritz Wagner	74
274.	Jahlil Okafor	74
274.	Justise Winslow	74
274.	Elfrid Payton	74
315.	Anthony Gill	73
315.	Moses Moody	73
315.	Alperen Sengun	73
315.	Chris Duarte	73
315.	Malachi Flynn	73
315.	RJ Hampton	73
315.	Jalen Johnson	73
315.	Keon Johnson	73
315.	Jordan Nwora	73
315.	Max Strus	73
315.	Semi Ojeleye	73
315.	Rodney McGruder	73
315.	Dylan Windler	73
315.	Nassir Little	73
315.	Pat Connaughton	73
315.	Jevon Carter	73
315.	Georges Niang	73
315.	Landry Shamet	73
315.	Kevon Looney	73
315.	Damion Lee	73
315.	Zach Collins	73
315.	Trey Lyles	73
315.	Justin Holiday	73
315.	James Johnson	73
315.	Ishmael Smith	73
315.	Gary Harris	73
315.	DJ Augustin	73
315.	Andre Iguodala	73
315.	Aaron Holiday	73
315.	Jabari Parker	73
345.	Keita Bates-Diop	72
345.	Dennis Smith	72
345.	Tre Mann	72
345.	Trey Murphy	72
345.	Naji Marshall	72
345.	Isaiah Jackson	72
345.	Kira Lewis	72
345.	Zeke Nnaji	72
345.	Vernon Carey	72
345.	Kai Jones	72
345.	Omer Yurtseven	72
345.	Ziaire Williams	72
345.	Aaron Nesmith	72
345.	Paul Reed	72
345.	Usman Garuba	72
345.	Mychal Mulder	72
345.	Kelan Martin	72
345.	Dean Wade	72
345.	Sterling Brown	72
345.	Cody Martin	72
345.	Javonte Green	72
345.	PJ Dozier	72
345.	Moe Harkless	72
345.	Kevin Knox	72
345.	Gary Payton II	72
345.	Chris Chiozza	72
345.	Jake Layman	72
345.	DeAndre Bembry	72
345.	Jarrett Culver	72
345.	Garrett Temple	72
345.	Markieff Morris	72
345.	Cedi Osman	72
345.	Rodney Hood	72
345.	Michael Carter-Williams	72
345.	Danuel House	72
380.	Leandro Bolmaro	71
380.	Josh Primo	71
380.	Bones Hyland	71
380.	Tacko Fall	71
380.	Harry Giles	71
380.	Chandler Hutchison	71
380.	Nathan Knight	71
380.	Tre Jones	71
380.	Freddie Gillespie	71
380.	Day'Ron Sharpe	71
380.	Cam Thomas	71
380.	Luca Vildoza	71
380.	Quentin Grimes	71
380.	Jalen Smith	71
380.	Skylar Mays	71
380.	Sam Merrill	71
380.	Daniel Oturu	71
380.	Lamar Stevens	71
380.	Jaden Springer	71
380.	Isaiah Joe	71
380.	Killian Hayes	71
380.	Josh Green	71
380.	Thanasis Antetokounmpo	71
380.	Bol Bol	71
380.	Wesley Iwundu	71
380.	Sekou Doumbouya	71
380.	Luka Samanic	71
380.	Bruno Fernando	71
380.	Matt Thomas	71
380.	Damian Jones	71
380.	Ben McLemore	71
380.	Al-Farouq Aminu	71
380.	Troy Brown	71
413.	Herb Jones	70
413.	Santi Aldama	70
413.	Isaiah Todd	70
413.	Jeremiah Robinson-Earl	70
413.	Josh Christopher	70
413.	Tyrell Terry	70
413.	Miles McBride	70
413.	Jahmi'us Ramsey	70
413.	Robert Woodard	70
413.	Jared Butler	70
413.	Udoka Azubuike	70
413.	JT Thor	70
413.	Jason Preston	70
413.	Ayo Dosunmu	70
413.	Marko Simonovic	70
413.	Elijah Bryant	70
413.	Jarrell Brantley	70
413.	Gabe Vincent	70
413.	Miye Oni	70
413.	Vlatko Cancar	70
413.	Wenyen Gabriel	70
413.	Udonis Haslem	70
413.	Carsen Edwards	70
413.	Solomon Hill	70
413.	KZ Okpala	70
413.	Grant Williams	70
413.	Mfiondu Kabengele	70
413.	Isaac Bonga	70
413.	Damyean Dotson	70
442.	Cassius Winston	69
442.	Isaiah Livers	69
442.	BJ Boston	69
442.	Charlie Brown	69
442.	Greg Brown	69
442.	Dalano Banton	69
442.	Trent Forrest	69
442.	Elijah Hughes	69
442.	Nick Richards	69
442.	Killian Tillie	69
442.	Devon Dotson	69
442.	Mamadi Diakite	69
442.	Grant Riller	69
442.	Khyri Thomas	69
442.	Romeo Langford	69
442.	Ignas Brazdeikis	69
458.	Anthony Lamb	68
458.	Louis King	68
458.	CJ Elleby	68
458.	Didi Louzada	68
462.	Jay Scrubb	67
462.	Markus Howard	67
464.	Josh Hall	66
