	PLAYER	2015/16
167.	Jarrett Jack	74
167.	Ersan Ilyasova	74
167.	John Henson	74
167.	Gerald Henderson	74
167.	Devin Harris	74
167.	Aaron Gordon	74
167.	Gorgui Dieng	74
167.	Boris Diaw	74
167.	Willie Cauley-Stein	74
167.	Trevor Booker	74
167.	Brandon Bass	74
167.	Jose Juan Barea	74
167.	Leandro Barbosa	74
167.	Alexis Ajinca	74
200.	Mitch McGary	73
200.	JJ Hickson	73
200.	Tyler Hansbrough	73
200.	Thomas Robinson	73
200.	Tayshaun Prince	73
200.	Donald Sloan	73
200.	Andre Miller	73
200.	Nick Young	73
200.	Dion Waiters	73
200.	Greivis Vasquez	73
200.	Myles Turner	73
200.	Terrence Ross	73
200.	Austin Rivers	73
200.	Zaza Pachulia	73
200.	Marcus Morris	73
200.	CJ Miles	73
200.	Ben McLemore	73
200.	Ian Mahinmi	73
200.	Shaun Livingston	73
200.	Zach LaVine	73
200.	Jeremy Lamb	73
200.	Frank Kaminsky	73
200.	Tyler Johnson	73
200.	Stanley Johnson	73
200.	Mario Hezonja	73
200.	Tim Hardaway Jr	73
200.	Dante Exum	73
200.	Mike Dunleavy	73
200.	Robert Covington	73
200.	Nick Collison	73
200.	Omri Casspi	73
200.	Vince Carter	73
200.	Isaiah Canaan	73
200.	Kentavious Caldwell-Pope	73
200.	Jose Calderon	73
200.	Trey Burke	73
200.	Marco Belinelli	73
200.	Will Barton	73
200.	Matt Barnes	73
200.	DJ Augustin	73
200.	Chris Andersen	73
200.	Al-Farouq Aminu	73
242.	Jarnell Stokes	72
242.	Kevin Seraphin	72
242.	Kendrick Perkins	72
242.	Charlie Villanueva	72
242.	Caron Butler	72
242.	Mario Chalmers	72
242.	Derrick Williams	72
242.	TJ Warren	72
242.	Noah Vonleh	72
242.	Marcus Thornton	72
242.	Tony Snell	72
242.	Jason Smith	72
242.	Ramon Sessions	72
242.	Mike Scott	72
242.	Brian Roberts	72
242.	Andre Roberson	72
242.	Otto Porter	72
242.	Quincy Pondexter	72
242.	Cameron Payne	72
242.	Kyle O'Quinn	72
242.	Jameer Nelson	72
242.	Mike Muscala	72
242.	Anthony Morrow	72
242.	CJ McCollum	72
242.	Shelvin Mack	72
242.	Trey Lyles	72
242.	Jon Leuer	72
242.	Meyers Leonard	72
242.	Kosta Koufos	72
242.	Wesley Johnson	72
242.	Jonas Jerebko	72
242.	Richard Jefferson	72
242.	Kris Humphries	72
242.	Rondae Hollis-Jefferson	72
242.	Justin Holiday	72
242.	Langston Galloway	72
242.	Randy Foye	72
242.	Evan Fournier	72
242.	Festus Ezeli	72
242.	Devin Booker	72
242.	Nemanja Bjelica	72
242.	Bismack Biyombo	72
242.	Kent Bazemore	72
242.	Aron Baynes	72
242.	Jerryd Bayless	72
242.	Cole Aldrich	72
288.	Henry Sims	71
288.	Ryan Hollins	71
288.	Louis Amundson	71
288.	Chase Budinger	71
288.	Kendall Marshall	71
288.	Marvin Williams	71
288.	Hollis Thompson	71
288.	Jason Terry	71
288.	Garrett Temple	71
288.	Kyle Singler	71
288.	Pablo Prigioni	71
288.	Bobby Portis	71
288.	Miles Plumlee	71
288.	Kelly Oubre	71
288.	Shabazz Napier	71
288.	Josh McRoberts	71
288.	Ray McCallum	71
288.	Rodney Hood	71
288.	Spencer Hawes	71
288.	Udonis Haslem	71
288.	Channing Frye	71
288.	Raymond Felton	71
288.	Dewayne Dedmon	71
288.	Bojan Bogdanovic	71
288.	Darrell Arthur	71
288.	Kyle Anderson	71
288.	Justin Anderson	71
288.	Lavoy Allen	71
316.	Sonny Weems	70
316.	Matt Bonner	70
316.	Jason Thompson	70
316.	Drew Gooden	70
316.	DeJuan Blair	70
316.	Sergey Karasev	70
316.	Metta World Peace	70
316.	Delon Wright	70
316.	Jeff Withey	70
316.	Anthony Tolliver	70
316.	Lance Thomas	70
316.	Ishmael Smith	70
316.	Raul Neto	70
316.	E'Twaun Moore	70
316.	KJ McDaniels	70
316.	TJ McConnell	70
316.	Joe Ingles	70
316.	Alonzo Gee	70
316.	Jeremy Evans	70
316.	James Ennis	70
316.	Wayne Ellington	70
316.	Spencer Dinwiddie	70
316.	Matthew Dellavedova	70
316.	Sam Dekker	70
316.	Clint Capela	70
316.	Luke Babbitt	70
316.	Jordan Adams	70
343.	Tibor Pleiss	69
343.	Sasha Kaun	69
343.	Furkan Aldemir	69
343.	Damien Inglis	69
343.	Cory Jefferson	69
343.	PJ Hairston	69
343.	Robert Sacre	69
343.	Perry Jones	69
343.	Sasha Vujacic	69
343.	Rashad Vaughn	69
343.	Mirza Teletovic	69
343.	Nik Stauskas	69
343.	Jonathon Simmons	69
343.	JaKarr Sampson	69
343.	Terry Rozier	69
343.	Ronnie Price	69
343.	Adreian Payne	69
343.	Luc Mbah a Moute	69
343.	Boban Marjanovic	69
343.	Kevon Looney	69
343.	Joffrey Lauvergne	69
343.	Tyus Jones	69
343.	James Jones	69
343.	Marcelo Huertas	69
343.	Montrezl Harrell	69
343.	Jerian Grant	69
343.	Jerami Grant	69
343.	Archie Goodwin	69
343.	Tim Frazier	69
343.	Dante Cunningham	69
343.	Tarik Black	69
343.	Anthony Bennett	69
343.	Alan Anderson	69
343.	Cliff Alexander	69
343.	Quincy Acy	69
378.	Lamar Patterson	68
378.	Cleanthony Early	68
378.	Phil Pressey	68
378.	Chuck Hayes	68
378.	Steve Blake	68
378.	Joseph Young	68
378.	James Young	68
378.	Damjan Rudez	68
378.	Willie Reed	68
378.	Norman Powell	68
378.	Dwight Powell	68
378.	Lucas Nogueira	68
378.	Andrew Nicholson	68
378.	Larry Nance Jr	68
378.	Mike Miller	68
378.	Jordan Mickey	68
378.	Salah Mejri	68
378.	Jordan McRae	68
378.	Doug McDermott	68
378.	Nikola Jokic	68
378.	Darrun Hilliard	68
378.	Moe Harkless	68
378.	Anthony Brown	68
401.	Shayne Whittington	67
401.	Devyn Marble	67
401.	Russ Smith	67
401.	Chris Copeland	67
401.	Martell Webster	67
401.	Jimmer Fredette	67
401.	Maurice Ndour	67
401.	Christian Wood	67
401.	Alan Williams	67
401.	CJ Wilcox	67
401.	Glenn Robinson III	67
401.	Chris McCullough	67
401.	James Michael McAdoo	67
401.	Jarell Martin	67
401.	John Jenkins	67
401.	RJ Hunter	67
401.	Richaun Holmes	67
401.	Joe Harris	67
401.	JaMychal Green	67
401.	Tyler Ennis	67
401.	Troy Daniels	67
401.	Seth Curry	67
401.	Allen Crabbe	67
401.	Pat Connaughton	67
401.	Reggie Bullock	67
401.	Michael Beasley	67
427.	Branden Dawson	66
427.	Ryan Kelly	66
427.	Joel Anthony	66
427.	Christapher Johnson	66
427.	Quincy Miller	66
427.	Elliot Williams	66
427.	Josh Richardson	66
427.	Steve Novak	66
427.	Aaron Harrison	66
427.	Cristiano Felicio	66
427.	Ian Clark	66
438.	Chris Babb	65
438.	Erick Green	65
438.	Walter Tavares	65
438.	Brandon Rush	65
438.	Eric Moreland	65
438.	Luis Montero	65
438.	Josh Huestis	65
438.	Gary Harris	65
438.	Jarell Eddie	65
438.	Rakeem Christmas	65
438.	Bruno Caboclo	65
449.	Johnny O'Bryant	64
450.	Duje Dukan	63
451.	Sean Kilpatrick	62
