	PLAYER	2010/11
169.	Willie Green	69
169.	Ronnie Brewer	69
169.	Derek Fisher	69
169.	Jose Juan Barea	69
169.	Rodrigue Beaubois	69
169.	Jarrett Jack	69
169.	DJ Augustin	69
169.	Mario Chalmers	69
169.	Keyon Dooling	69
169.	Ramon Sessions	69
169.	Chris Duhon	69
189.	Ekpe Udoh	68
189.	Anderson Varejao	68
189.	Antonio McDyess	68
189.	Chuck Hayes	68
189.	Tyler Hansbrough	68
189.	Kurt Thomas	68
189.	Al-Farouq Aminu	68
189.	Al Thornton	68
189.	Joey Graham	68
189.	Andres Nocioni	68
189.	Carlos Delfino	68
189.	Courtney Lee	68
189.	Roger Mason	68
189.	Rudy Fernandez	68
189.	Alonzo Gee	68
189.	DeShawn Stevenson	68
189.	Goran Dragic	68
189.	CJ Watson	68
189.	Steve Blake	68
208.	Greg Monroe	67
208.	Joel Przybilla	67
208.	Yi Jianlian	67
208.	Ed Davis	67
208.	Maurice Evans	67
208.	Derrick Brown	67
208.	Reggie Williams	67
208.	Gerald Henderson	67
208.	Jordan Farmar	67
208.	Avery Bradley	67
218.	Brad Miller	66
218.	Chris Andersen	66
218.	Spencer Hawes	66
218.	Ronny Turiaf	66
218.	Tyson Chandler	66
218.	Jeff Foster	66
218.	Trevor Booker	66
218.	Quincy Pondexter	66
218.	Ryan Gomes	66
218.	Omri Casspi	66
218.	Jonas Jerebko	66
218.	Luke Walton	66
218.	Renaldo Balkman	66
218.	Marvin Williams	66
218.	Nick Young	66
218.	JJ Redick	66
218.	Thabo Sefolosha	66
218.	Tony Allen	66
218.	Wesley Matthews	66
218.	Charlie Bell	66
218.	Dominique Jones	66
218.	James Anderson	66
218.	Francisco Garcia	66
218.	Sasha Vujacic	66
218.	Marco Belinelli	66
218.	Beno Udrih	66
218.	Patrick Mills	66
218.	Jerryd Bayless	66
246.	Drew Gooden	65
246.	Nazr Mohammed	65
246.	Zaza Pachulia	65
246.	Craig Brackins	65
246.	Leon Powe	65
246.	JJ Hickson	65
246.	Larry Sanders	65
246.	Mike Dunleavy	65
246.	Jamario Moon	65
246.	Sam Young	65
246.	Brandon Rush	65
246.	Arron Afflalo	65
246.	Anthony Morrow	65
246.	Jordan Crawford	65
246.	Keith Bogans	65
246.	Sebastian Telfair	65
262.	Robin Lopez	64
262.	Eddy Curry	64
262.	Tiago Splitter	64
262.	Glen Davis	64
262.	Hakim Warrick	64
262.	Josh Powell	64
262.	Brandan Wright	64
262.	James Johnson	64
262.	Gordon Hayward	64
262.	Dorell Wright	64
262.	Julian Wright	64
262.	Cartier Martin	64
262.	Marquis Daniels	64
262.	Antoine Wright	64
262.	DeMar DeRozan	64
262.	Elliot Williams	64
262.	Sundiata Gaines	64
262.	Eric Bledsoe	64
262.	Carlos Arroyo	64
281.	Danny Green	63
281.	Channing Frye	63
281.	Amir Johnson	63
281.	Reggie Evans	63
281.	Joey Dorsey	63
281.	Eduardo Najera	63
281.	Ersan Ilyasova	63
281.	Darrell Arthur	63
281.	Lazar Hayward	63
281.	Luke Babbitt	63
281.	Dominic McGuire	63
281.	Kyle Korver	63
281.	Quinton Ross	63
281.	Garrett Temple	63
281.	Jeff Teague	63
281.	Ronnie Price	63
297.	Aaron Gray	62
297.	Chris Wilcox	62
297.	Jared Jeffries	62
297.	Ryan Anderson	62
297.	Darius Songaila	62
297.	Craig Smith	62
297.	Anthony Tolliver	62
297.	Donte Greene	62
297.	Jermaine Taylor	62
297.	Patrick Beverley	62
297.	Marcus Banks	62
308.	Etan Thomas	61
308.	Dan Gadzuric	61
308.	Dante Cunningham	61
308.	Rasual Butler	61
308.	Wayne Ellington	61
308.	Von Wafer	61
308.	Acie Law	61
308.	Daniel Gibson	61
316.	Theo Ratliff	60
316.	Erick Dampier	60
316.	Shelden Williams	60
316.	Austin Daye	60
316.	Sonny Weems	60
316.	Andy Rautins	60
316.	Shaun Livingston	60
323.	JaVale McGee	59
323.	Nenad Krstic	59
323.	Hasheem Thabeet	59
323.	Daniel Orton	59
323.	DeSagana Diop	59
323.	DeMarre Carroll	59
329.	Kosta Koufos	58
329.	Joel Anthony	58
329.	Juwan Howard	58
329.	Matt Bonner	58
329.	Hilton Armstrong	58
329.	Kevin Seraphin	58
329.	Malik Allen	58
329.	CJ Miles	58
329.	Jason Kapono	58
329.	James Jones	58
329.	Joe Alexander	58
329.	DaJuan Summers	58
329.	Jodie Meeks	58
342.	Tony Battie	57
342.	Darko Milicic	57
342.	David Andersen	57
342.	Jamaal Magloire	57
342.	Jeremy Evans	57
342.	Anthony Carter	57
348.	Johan Petro	56
348.	Jason Smith	56
348.	Eddie House	56
351.	Ryan Hollins	55
351.	Linas Kleiza	55
351.	Matt Carroll	55
354.	DeAndre Jordan	54
354.	Hamed Haddadi	54
354.	Brian Cook	54
354.	Josh McRoberts	54
358.	Solomon Jones	53
358.	Sean Marks	53
358.	Vladimir Radmanovic	53
358.	Jon Brockman	53
358.	AJ Price	53
363.	Didier Ilunga-Mbenga	51
363.	Ian Mahinmi	51
363.	Jason Collins	51
366.	Kyrylo Fesenko	49
367.	Jarron Collins	48
368.	BJ Mullens	46
369.	Brian Scalabrine	44
370.	Alexis Ajinca	43
